"I/E",ccc,serial,"tax number",name,area,address,phone,109i,109e,108i,108e,107i,107e,106i,106e,105i,105e
I,3920,102,"04837656",宗銘工業有限公司,雲林縣,雲林縣斗六市榴中里斗工二路４３號　,"02-27962889",L,M,L,M,L,M,L,M,L,M
I,3920,103,"80681788",台灣岸卡股份有限公司,臺北市,臺北市中山區中山北路二段２７巷１１號４樓,"02-25673012",L,L,L,K,L,J,L,K,L,K
I,3920,104,"62059000",安得福有限公司,臺北市,臺北市內湖區康寧路３段１７５號,"02-22547198",M,M,L,M,M,M,M,M,M,M
I,3920,105,"53697816",新銳動能有限公司,新北市,新北市淡水區中正東路二段２９之１號１３樓,"02-28091616",L,L,J,K,J,L,J,K,K,K
I,3920,106,"28580346",安集科技股份有限公司,臺南市,臺南市安南區科技五路１９號,"06-5105988",E,L,A,L,A,L,D,I,E,A
I,3920,107,"16762567",安瑟數位股份有限公司,臺北市,臺北市中正區博愛路５２號７樓,"02-66005588",L,M,L,M,L,M,L,M,M,M
I,3920,108,"70443577",亞新科技股份有限公司,新北市,新北市新店區北新路一段１２號１６樓,"02-29100295",L,L,L,L,L,L,L,L,L,L
I,3920,109,"70515157",創為精密材料股份有限公司,基隆市,基隆市安樂區武訓街８４號,"02-2430-2666",K,A,I,A,J,A,J,A,J,A
I,3920,110,"86098495",愛能有限公司,桃園市,桃園市龍潭區百年里百年路５４號２樓之５,"03-4808540",L,M,L,L,L,L,M,L,M,L
I,3920,111,"28812922",阿波羅科技材料有限公司,桃園市,桃園市桃園區文明里復興路２０５號１２樓之３,"03-3365290",L,L,L,L,L,L,L,L,L,L
I,3920,112,"23826594",美商蘋果亞洲股份有限公司台灣分公司,臺北市,臺北市信義區松仁路１００號３２樓,"02-87298500",A,M,A,L,A,L,A,L,A,L
I,3920,113,"84403317",亞碩企業股份有限公司,桃園市,桃園市平鎮區東龍街１１８９號,"03-4606151",J,A,J,A,I,A,I,C,J,A
I,3920,114,"28431000",新加坡商應用材料股份有限公司台灣分公司,桃園市,桃園市龜山區復興一路３６１號２樓,"03-5776399",A,L,A,M,A,L,A,M,A,M
I,3920,115,"82910816",亞太電商服務股份有限公司,臺北市,臺北市松山區南京東路４段１號２樓,"02-89782222",L,M,M,M,M,M,M,M,M,M
I,3920,116,"54910391",愛客樂華股份有限公司,桃園市,桃園市楊梅區梅獅路二段５５號,"03-4820634",L,M,K,M,K,M,K,M,L,M
I,3920,117,"86828303",阿盛實業有限公司,彰化縣,彰化縣秀水鄉安溪村平安路１０５號１樓,"04-7510666",L,J,K,C,J,C,J,C,K,D
I,3920,118,"89789888",詠鉅實業有限公司,彰化縣,彰化縣和美鎮彰美路２段１５５巷３４號,"04-22543939",L,M,L,M,L,M,L,M,L,M
I,3920,119,"66602427",華一聲學股份有限公司,新北市,新北市鶯歌區鶯桃路６５８巷１６號,"",L,M,M,M,L,M,M,M,M,M
I,3920,120,"28621753",華信光電科技股份有限公司,桃園市,桃園市平鎮區中興路平鎮段４５８號９樓,"03-4699800",F,C,E,A,C,A,D,A,A,A
I,3920,121,"13134495",廣普生物科技股份有限公司,新北市,新北市新店區中正路四維巷２弄５號３樓,"02-86675441",L,K,L,I,L,I,L,I,L,J
I,3920,122,"86772407",雅霖工業股份有限公司,桃園市,桃園市蘆竹區大新一街２１巷２０號１樓,"03-3238503",L,J,L,G,L,G,L,H,L,H
I,3920,123,"89712734",睿澤企業股份有限公司,新北市,新北市鶯歌區中正三路１５６巷５９號,"02-26772150",K,F,I,A,I,A,I,A,I,A
I,3920,124,"12878150",亞克迪生股份有限公司,新北市,新北市五股區五工二路116巷7號,"02-89667768",L,I,L,F,K,E,J,E,K,G
I,3920,125,"66520447",七十七藝術有限公司,新北市,新北市永和區永貞路３９巷６弄３號,"02-23887277",L,M,L,M,L,M,M,M,M,M
I,3920,126,"53853956",亞諾建材有限公司,臺中市,臺中市北屯區和平里軍福十三路279號,"04-24377708",L,M,L,M,K,M,L,M,L,M
I,3920,127,"16262599",金總源企業有限公司,桃園市,桃園市楊梅區富岡里新明街１２２號１樓,"03-4722552",L,M,L,M,L,M,L,M,L,M
I,3920,128,"53220051",雅堤仕國際有限公司,新北市,新北市永和區保生路１號９樓之６,"02-32330289",L,M,L,M,L,L,L,M,L,L
I,3920,129,"16084770",華旭科技股份有限公司,高雄市,高雄市前金區中正四路２３５號１０樓,"07-2164311",A,L,A,L,A,L,A,L,A,L
I,3920,130,"25184201",阿沙企業有限公司,嘉義縣,嘉義縣水上鄉柳鄉村柳子林２００之１０號１樓,"05-2684606",L,L,L,M,L,M,L,M,L,M
I,3920,131,"54758451",台灣淺野實業有限公司,臺中市,臺中市西屯區市政路５００號１９樓之８,"04-24720166",M,M,L,M,M,M,L,M,L,M
I,3920,132,"09490128",技高工業股份有限公司,台北市,台北市內湖區內湖路１段５１６號７樓,"02-8797-8788",J,L,J,L,J,J,J,L,J,L
I,3920,133,"70849160",日月光電子股份有限公司,高雄市,高雄市楠梓加工出口區開發路７３號,"07-3617131",A,D,A,A,A,A,A,A,A,A
I,3920,134,"29186808",日月暘電子股份有限公司,高雄市,高雄市楠梓區楠梓加工出口區新經一路１０號１樓,"07-3617131#8312",L,L,J,L,J,L,F,L,A,M
I,3920,135,"22100242",台灣福雷電子股份有限公司,高雄巿,高雄巿楠梓加工出口區西五街十號,"07-3617131",A,A,A,A,A,A,A,A,A,A
I,3920,136,"80494173",亞洲電材股份有限公司,新竹縣,新竹縣竹北市中華路６７６巷１８號４樓,"03-6569308",J,J,H,I,G,G,H,H,I,I
I,3920,137,"27559437",亞譽國際股份有限公司　,桃園市,桃園市桃園區文中路６３５號６樓,"03-3922289",L,M,K,M,K,M,K,M,K,M
I,3920,138,"07231006",亞細亞貿易股份有限公司,台中市,台中市西屯區協和里工業區３２路７２號１樓,"04-2355-1666",A,M,A,M,A,M,A,L,A,L
I,3920,139,"16363745",亞捷力國際有限公司,桃園市,桃園市桃園區民權路６號５樓之５,"03-3373725",L,M,L,M,L,M,L,L,L,M
I,3920,140,"27830492",台灣先藝科技股份有限公司,新竹市,新竹市東區金山八街１號２樓,"03-6667722",A,M,A,M,A,L,A,L,A,M
I,3920,141,"53009228",香港商先進太平洋股份有限公司台灣分公司,高雄市,高雄市楠梓加工出口區東三街４－２號,"07-3676303",G,L,A,L,G,L,G,L,H,L
I,3920,142,"56684379",香港商艾司摩爾貿易有限公司台灣分公司,新竹市,新竹市東區公道五路三段１號１１樓之１,"03-516-6266",A,K,A,J,A,K,M,M,M,M
I,3920,143,"13006301",台灣艾司摩爾股份有限公司,新竹市,新竹市東區公道五路三段１號１１樓之１,"03-5166266",A,L,A,L,A,L,A,I,A,J
I,3920,144,"80376350",麻生高佑股份有限公司,屏東縣,屏東縣鹽埔鄉仕絨村民意路８８號,"08-793-8913",L,L,L,K,L,J,L,J,L,J
I,3920,145,"53650262",日商安泰科股份有限公司台灣分公司,臺北市,臺北市中正區重慶南路一段１３號８樓,"02-23830388",L,M,L,M,L,M,L,M,L,M
I,3920,146,"19026705",阿特拉斯科普柯股份有限公司,桃園市,桃園市楊梅區上田里和平路236巷31弄38號,"03-4796838",F,M,A,M,A,M,A,L,A,L
I,3920,147,"50986593",上廣塑膠股份有限公司,新北市,新北市林口區粉寮路一段９０號,"02-26035188",L,L,L,L,M,M,M,M,M,M
I,3920,148,"16085721",阿托科技股份有限公司,台北巿,台北巿南京東路３段２８５號４樓,"02-27176878",A,L,A,L,A,L,A,L,A,L
I,3920,149,"84149738",友達光電股份有限公司,新竹巿,新竹巿新竹科學工業園區東區力行二路１號,"03-5008800",A,A,A,A,A,A,A,A,A,A
I,3920,150,"29060646",奧迪福斯汽車股份有限公司,臺北市,臺北市信義區松高路１號１５樓,"02-66077700",A,M,A,L,A,M,A,L,A,L
I,3920,151,"96865657",鉅橡企業股份有限公司,臺南市,臺南市佳里區海澄里萊芊寮十二之二十七號,"06-7266335",J,D,E,A,D,A,D,A,D,A
I,3920,152,"24473892",佶事室內裝修設計有限公司,臺北市,臺北市中山區松江路８７號１２樓之１,"02-25157579",L,M,L,M,L,M,L,M,L,M
I,3920,153,"84988634",利衡有限公司,新北市,新北市三重區中正北路３３１巷４號,"02-29877536",L,L,L,L,L,L,K,L,K,L
I,3920,154,"24827804",亞曼帝國際有限公司,臺中市,臺中市大里區永隆一街２５３巷１２號１樓,"04-24066485",L,J,L,H,L,H,L,I,L,J
I,3920,155,"80358986",四維創新材料股份有限公司,新北市,新北市三重區光復路１段７９號２樓,"02-29991133",H,A,A,A,B,A,D,A,D,A
I,3920,156,"53552797",鼎亨股份有限公司,臺北市,臺北市大安區忠孝東路４段３１１號４樓之１,"02-27811938",L,L,L,K,L,J,L,J,L,I
I,3920,157,"47043613",應華工業股份有限公司,臺中市,臺中市潭子區東寶里雅潭路二段五十六號,"04-25342600",L,L,K,J,K,J,L,I,L,I
I,3920,158,"28601709",百岳登山體育用品有限公司,高雄市,高雄市前鎮區民權２路４５６號１、２樓,"07-3308399",L,M,K,L,J,L,K,L,J,M
I,3920,159,"53005665",香港商巴黎世家企業股份有限公司台灣分公司,臺北市,臺北市松山區光復北路１１巷４４號８樓,"02-25289198",G,M,A,M,C,M,F,M,H,M
I,3920,160,"35849620",邦進企業有限公司,新北市,新北市新莊區福營路２４２號,"02-29842237",L,L,L,L,L,L,L,L,L,L
I,3920,161,"27820570",源動實業有限公司,新北市,新北市板橋區永豐街１２０巷２弄３之１號２樓,"02-29520288",L,M,L,M,L,M,L,M,L,M
I,3920,162,"16499362",富耕實業有限公司,高雄市,高雄市梓官區赤崁里赤崁北路３５０巷１號,"07-6177061",L,M,L,M,L,M,L,M,L,M
I,3920,163,"24925951",寶晟開發生技有限公司,台南市,台南市永康區中正二街１６２巷２０號１樓,"06-2533698#22",L,M,L,M,L,M,L,M,L,M
I,3920,164,"45888734",寶饌食品有限公司,臺中市,臺中市大里區國中路１７６巷１０號,"04-24071847",L,M,L,M,M,M,M,M,M,M
I,3920,165,"27405932",保安酒業股份有限公司,臺中市,臺中市大肚區沙田路３段２４５巷７０號１樓,"04-26999696",M,M,L,M,L,M,M,M,M,M
I,3920,166,"24998052",寶川國際物流有限公司,桃園市,桃園市大園區航翔路５號６樓之１,"03-3995245",L,M,L,M,M,M,M,M,M,M
I,3920,167,"85056686",包多多科技包裝有限公司,彰化縣,彰化縣埔鹽鄉埔南村彰水路一段臨２３１號,"04-8650498",L,M,L,M,M,M,M,M,M,M
I,3920,168,"24907089",台灣巴可科技股份有限公司,臺南市,臺南市新市區豐華里堤塘港路５號,"06-5889965",K,J,H,A,I,A,J,K,I,L
I,3920,169,"70574660",原聿室內裝修工程股份有限公司,臺北市,臺北市信義區松智路１號１８樓　,"02-23452801",L,L,J,L,K,L,K,L,L,L
I,3920,170,"27699134",碧芙莉國際有限公司,高雄市,高雄市仁武區高楠公路３０之３號　,"07-3474366",M,L,L,L,L,L,L,L,L,L
I,3920,171,"70590599",賓士光學有限公司,臺中巿,臺中巿北屯區北屯里北屯路一八五號三樓,"04-22385986",L,M,L,M,L,M,L,M,L,M
I,3920,172,"86500258",第一美卡事業股份有限公司,桃園市,桃園市龜山區文明一街４號,"03-3183128",F,A,A,A,A,A,A,A,A,A
I,3920,173,"53329313",台灣美麗平台股份有限公司,新北市,新北市淡水區中正東路１段３巷１９號６樓,"02-26206806",L,L,K,L,K,L,L,L,L,L
I,3920,174,"12775350",美麗印象國際事業有限公司,臺南市,臺南市安南區安富里安寧街２１８號１樓,"06-2589629",M,L,L,L,L,L,L,L,M,M
I,3920,175,"13059762",上合美生活風尚有限公司,臺中市,臺中市北屯區平順里安順東十街１１號１樓,"04-22430897",L,M,L,M,L,M,L,M,L,L
I,3920,176,"12777337",美加諾企業有限公司,新北市,新北市新莊區新樹路４９７巷２號１樓,"02-22082636",M,M,L,M,L,L,L,L,M,L
