"I/E",ccc,serial,"tax number",name,area,address,phone,109i,109e,108i,108e,107i,107e,106i,106e,105i,105e
E,8708,26,"16216414",專能工業有限公司,新北市,新北市樹林區長壽街２巷１３－１號,"02-26686166",M,M,M,L,M,L,M,M,M,M
E,8708,27,"37748824",資豐實業社,臺南市,臺南市南區新生里大同路２段１８６巷９號９樓之１,"06-2144621",M,L,M,L,M,L,L,L,M,L
E,8708,28,"80045129",億昇電子有限公司,桃園市,桃園市龜山區萬壽路１段４９２之１號９樓之１、９樓之２,"02-82005511",L,L,L,K,L,K,L,K,L,K
E,8708,29,"78656329",信豪商行,台南市,台南市南區建南路５７號１樓,"06-3550105",M,L,M,L,M,M,M,M,M,M
E,8708,30,"12936551",安巧有限公司,新北市,新北市新莊區福壽街１２４巷４１弄１８之３號,"02-89921505",M,I,L,H,M,H,M,I,M,J
E,8708,31,"16871299",穎佳企業股份有限公司,臺南市,臺南市仁德區保安里民生路１２號,"06-2663737",L,J,L,F,L,F,L,G,L,G
E,8708,32,"55761995",上品傳動工業股份有限公司,南投縣,南投縣草屯鎮保安街７３號,"049-2327396",L,J,L,I,L,J,L,I,L,I
E,8708,33,"07641634",璟儒行有限公司,台北巿,台北巿大同區承德路三段２６７號４樓,"02-25979159",L,I,L,E,L,D,L,D,L,D
E,8708,34,"80746375",中源科技有限公司,桃園市,桃園市大溪區員林路３段４６９號,"03-3805227",M,L,M,L,M,L,M,L,M,L
E,8708,35,"86684782",香港商曄欣股份有限公司台灣分公司,台中巿,台中巿北區文心路４段２０８之１號３樓之１,"04-22967960",L,F,L,B,L,B,L,C,L,D
E,8708,36,"84539052",鼎紘科技有限公司,臺北市,臺北市信義區信義路５段５號,"02-23452669",M,L,L,L,L,L,M,L,L,L
E,8708,37,"22079249",百程精密股份有限公司,新北市,新北市樹林區三俊街６５巷１７號,"02-26894979-80",L,L,L,L,L,L,L,L,L,L
E,8708,38,"42835427",東鈞企業有限公司,臺北市,臺北市信義區信義路四段３７５號７樓之５,"02-87896780",M,L,M,L,M,L,M,L,M,M
E,8708,39,"55637342",愛德利科技股份有限公司,臺中市,臺中市神岡區中山路９８９巷４號,"04-25622651",L,L,L,K,L,J,L,J,L,J
E,8708,40,"23304758",天利合企業股份有限公司,新北市,新北市汐止區大安街48號2、3樓及50號2樓,"02-86481688",L,J,L,H,L,F,L,F,L,F
E,8708,41,"80122531",金永佳有限公司,臺南市,臺南市歸仁區七甲里中正北路二段４１８巷１８號,"06-239-7042",L,E,L,A,L,A,L,A,L,A
E,8708,42,"70540064",長傑科技股份有限公司,新北市,新北市汐止區新台五路１段９７號２７樓之１０　,"02-26973377",L,K,K,J,J,H,I,E,J,G
E,8708,43,"80042066",寶捷工業股份有限公司,新北市,新北市八里區忠孝路272之1號,"02-8630-3500",L,K,K,L,L,K,K,L,K,L
E,8708,44,"69630931",研至企業有限公司,桃園市,桃園市桃園區同德里中正路１０７１號１１樓之３,"03-3553711",L,L,L,L,L,L,M,M,M,M
E,8708,45,"28052149",台灣愛德克斯汽車零件股份有限公司,臺中市,臺中市西屯區工業區三路３號１樓,"04-23591111",L,L,L,K,L,K,L,L,L,K
E,8708,46,"07659177",龍曄行有限公司,台北巿,台北巿承德路３段２６７號４樓,"02-25973159",M,L,M,L,M,L,M,L,M,L
E,8708,47,"80621419",宏佳騰動力科技股份有限公司,臺南市,臺南市山上區南洲里南洲４１號,"06-5783988",J,C,F,A,C,A,F,A,F,A
E,8708,48,"89518324",光齊企業股份有限公司,新北市,新北市樹林區千歲街九二巷七弄四號一樓," ",M,L,M,L,M,L,M,L,M,L
E,8708,49,"53738534",嘉和精密貿易有限公司,臺北市,臺北市大同區太原路２３巷９號,"02-25503260",L,L,L,L,L,L,L,L,L,L
E,8708,50,"53818564",伸業科技實業有限公司,彰化縣,彰化縣鹿港鎮廖厝里１９鄰廖厝巷１３９號,"04-7713110",M,L,L,L,M,L,M,L,L,M
E,8708,51,"28798772",亞而特科技股份有限公司,臺南市,臺南市東區東門路一段354號5樓,"06-2094858",L,L,L,L,L,K,M,K,M,J
E,8708,52,"64958719",特博鹿有限公司,臺南市,臺南市南區新興里西門路一段４７７號２樓,"06-2054370",M,L,M,L,M,L,M,M,M,M
E,8708,53,"53347754",廣豐餘實業有限公司,新北市,新北市新店區民權路８８之５號２樓,"0222192688",L,J,L,G,L,H,L,H,L,I
E,8708,54,"27395694",元鴻工業有限公司,彰化縣,彰化縣埔心鄉油車村和平路３５號１樓,"04-8283053",M,L,M,L,M,L,M,L,M,L
E,8708,55,"04650125",雅勤工業股份有限公司,新北市,新北市三重區光復路２段３９巷１１號１樓,"02-29996015",L,L,L,L,L,L,L,L,L,L
E,8708,56,"97160544",漢翔航空工業股份有限公司,臺中巿,臺中巿西屯區西平里２４鄰漢翔路１號,"04-27020001",A,A,A,A,A,A,A,A,A,A
E,8708,57,"86605719",建興安泰工業股份有限公司,彰化縣,彰化縣溪湖鎮西寮里員鹿路西寮巷２１之７號,"04-8855265",L,A,L,A,L,A,L,A,L,A
E,8708,58,"83514048",冠新科技有限公司,臺北市,臺北市中山區農安街6號10樓,"02-25858370",M,L
E,8708,59,"24990875",艾爾金股份有限公司,高雄市,高雄市小港區同利路２１號,"07-8217108",L,J,L,I,K,H,K,H,L,H
E,8708,60,"28170130",歐源企業有限公司,５彰化,５彰化縣彰化市金馬路１段５８３號,"04-7272360",L,L,M,L,L,L,L,M,L,M
E,8708,61,"80319339",恆侑科技股份有限公司,臺南市,臺南市永康區南灣里永大路一段１２８號２樓,"06-2716111",L,L,L,J,L,J,L,J,L,J
E,8708,62,"54742780",方瀚股份有限公司,臺中市,臺中市沙鹿區鎮南路二段５２０號,"04-26628408",L,L,M,L,L,L,L,L,L,L
E,8708,63,"84111254",伊索有限公司,臺北市,臺北市內湖區瑞湖街１７８巷２１號２樓,"02-87977766",M,J,M,I,L,I,L,I,M,I
E,8708,64,"28033376",朗太企業有限公司,新北市,新北市新莊區民安路２８３號之５,"02-22085191",M,L,M,L,M,L,M,L,M,L
E,8708,65,"27782484",捷力精密機械股份有限公司,臺中市,臺中市南屯區精科東路５號,"04-23552495",L,E,L,A,L,A,L,A,L,A
E,8708,66,"28467750",恆久興股份有限公司,台北市,台北市大安區忠孝東路４段１４８號１１樓之１,"02-87715115",M,J,M,H,M,G,M,H,M,G
E,8708,67,"82817608",富德汽車零件有限公司,臺北市,臺北市大安區忠孝東路４段１１２號５樓之６,"0970995166",M,L,L,L,M,M,M,M,M,M
E,8708,68,"38817952",高盛企業社,新竹縣,新竹縣湖口鄉信勢村信全街３８號６樓,"0913159966",M,L,M,L,L,M,M,M,M,M
E,8708,69,"28224749",冠振有限公司,臺北市,臺北市文山區木柵路１段８９巷１５弄８號４樓,"02-22368799",M,L,M,J,M,I,M,I,M,J
E,8708,70,"54607898",天承精密鍛壓股份有限公司　,南投縣,南投縣南投市南鄉路２６６號　　,"049-2227058",J,L,L,K,L,L,L,L,L,L
E,8708,71,"28696472",卜來明有限公司,台北市,台北市中山區中山北路３段３０號９樓之４,"",M,L,L,L,L,L,M,L,M,L
E,8708,72,"89384134",宏驎實業有限公司,臺中市,臺中市大雅區雅潭路四段３７１號,"04-25666891",L,H,L,D,L,B,L,E,L,G
E,8708,73,"16677393",杰儒興業有限公司,桃園市,桃園市平鎮區中豐路７２巷３號１樓,"03-4641181",M,M,M,L,M,M,M,L,M,M
E,8708,74,"36156049",慶融企業股份有限公司,台北市,台北市中山區松江路２０６號１１樓之５,"02-2511-2232",L,L,L,K,L,K,L,K,L,L
E,8708,75,"27775786",亞獵士航太科技股份有限公司,臺南市,臺南市山上區明和里北勢洲２１之２號,"06-5782151",G,B,C,A,C,A,A,A,H,A
E,8708,76,"86524717",亞獵士科技股份有限公司,臺南市,臺南市山上區明和里北勢洲２１之２號,"06-5782151",I,F,F,A,G,B,K,F,G,G
E,8708,77,"85798816",東哥企業股份有限公司,高雄市,高雄市前鎮區金福路１號　,"07-8314126",D,A,A,A,A,A,A,A,A,A
E,8708,78,"12367642",彩星企業有限公司,臺北市,臺北市松山區新中街４巷４號１樓,"02-27622382",M,K,L,I,L,I,M,I,L,I
E,8708,79,"52757548",盛復工業股份有限公司,台中市,台中市工業區２０路７號,"04-23592768",I,F,F,A,I,A,J,A,I,A
E,8708,80,"23146766",吉答貿易有限公司,臺北巿,臺北巿中山區松江路二七四號六樓,"02-25218050",M,M,M,L,L,L,L,I,L,J
E,8708,81,"28772077",艾爾哈比貿易有限公司,高雄市,高雄市鳳山區文武街97號3樓,"07-7801451",M,L,M,L,M,L,M,L,M,L
E,8708,82,"54207491",富及泰貿易有限公司,高雄市,高雄市大社區學府路２２５巷５弄１０號４樓,"0987560662",M,L,M,L,M,L,M,L,M,L
E,8708,83,"12115766",皓得有限公司,臺北巿,臺北巿松山區三民路１０１巷１５號１樓,"02-27622812",M,L,M,L,M,L,M,L,M,L
E,8708,84,"69838799",澳欣企業有限公司,台南巿,台南巿林森路１段２１２號１樓,"06-2695037",M,L,M,L,M,K,M,K,M,K
E,8708,85,"27997056",裕隆行國際運通股份有限公司自由貿易港分公司,桃園市,桃園市大園區航翔路５號７樓之３,"03-3995845",A,A,A,A,A,A,A,A,A,A
E,8708,86,"80693454",銓行科技股份有限公司,新竹縣,新竹縣竹北市嘉豐南路２段７６號６樓之６,"03-6673582",M,L,M,L,M,L,M,L,L,K
E,8708,87,"16785175",桓儀實業有限公司,台北市,台北市中山區長春路５９號５樓,"03-397-1466",M,I,L,E,L,E,L,F,L,E
E,8708,88,"53812196",泓越國際鋁業股份有限公司,桃園市,桃園市龍潭區工二路１８６號,"03-4092555",J,G,H,A,H,A,H,F,I,H
E,8708,89,"53001957",模里西斯商暻泰有限公司台灣分公司,桃園市,桃園市桃園區新埔六街１０１號１２樓,"06-2931556",M,M,M,L,M,K,M,K,L,K
E,8708,90,"11993300",聯城工業股份有限公司,台北巿,台北巿南京東路三段３４６號７樓,"02-27814171-80",L,L,L,L,L,L,K,K,K,J
E,8708,91,"04677686",亞來股份有限公司,臺北巿,臺北巿中山區松江路２０６號１４樓之５,"02-25217338",L,M,L,L,L,L,L,M,L,L
E,8708,92,"01183554",合全產品開發股份有限公司,臺北市,臺北市內湖區瑞光路２８８號３樓,"02-8751-3168",M,J,L,G,L,F,L,D,L,E
E,8708,93,"42951620",歐伯實業有限公司,基隆市,基隆市暖暖區碇內街１１１號１４樓,"02-24590601",M,L,M,L,M,K,M,M,M,M
E,8708,94,"23680253",歐全企業股份有限公司,臺中巿,臺中巿西區忠明南路１２２號１０樓之８,"04-22595596",M,L,M,L,M,L,M,L,M,L
E,8708,95,"22570222",恩舜企業有限公司,新北市,新北市淡水區大忠街３４巷１２–３號,"02-28276798",L,L,L,J,L,J,L,J,L,J
E,8708,96,"27653860",合機有限公司,高雄市,高雄市鳳山區文建街１７７巷１號,"07-7775181",M,L,L,L,M,L,L,K,L,K
E,8708,97,"53961272",迅匯有限公司,桃園市,桃園市中壢區環北路４００號９樓之２,"03-4260681",L,L,L,L,L,J,L,J,L,J
E,8708,98,"53761871",奧騰國際企業有限公司,臺北市,臺北市松山區民權東路三段１４２號９樓之６,"02-25475966",M,L,M,J,M,K,M,K,M,K
E,8708,99,"12667900",冠環國際有限公司,台北市,台北市大安區信義路四段５５號９樓,"02-27088501",L,J,L,I,L,H,L,H,L,H
E,8708,100,"24577968",尼羅金茂實業有限公司,臺北市,臺北市大安區建國南路１段１６０號４樓,"02-87738999",M,L,L,L,M,L,M,M,M,L
E,8708,101,"13188371",鼎冠貿易有限公司,高雄市,高雄市三民區綏遠一街１３６號１樓,"07-3160783",M,L,M,L,M,L,M,L,M,K
E,8708,102,"55966940",高文貿易有限公司,台北巿,台北巿復興北路４６０號５樓,"25060500",M,L,M,L,M,L,M,L,M,L
E,8708,103,"26621671",祈億實業社,桃園市,桃園市龜山區舊路里西舊路坑２５之１１號,"03-3294911",M,L,M,L,M,L,M,L,M,L
E,8708,104,"28722669",睿宬有限公司,臺中市,臺中市南屯區五權西路２段６６６號７樓之１０,"04-23830285",M,K,L,I,L,H,L,I,L,I
E,8708,105,"80141360",威騰實業有限公司,新北市,新北市中和區建一路１６２號地下１樓之４,"02-8226-1423",L,L,L,L,L,L,L,K,L,K
E,8708,106,"69679357",愛益實業股份有限公司,臺南巿,臺南巿仁德區中正路２段７０號３樓,"06-2792982",M,J,L,G,L,G,L,G,M,G
E,8708,107,"97334828",陽展實業有限公司,新北市,新北市新莊區中港路中慶巷４５號２樓,"02-29968327",M,L,M,K,M,K,M,K,M,K
E,8708,108,"28162975",上展國際有限公司,台南市,台南市安平區府平路４８０號１樓,"06-2999773",L,L,L,K,L,K,L,J,L,K
E,8708,109,"28815934",貿隆有限公司,桃園市,桃園市中壢區大享街６７５號１樓,"03-4229970",L,L,L,L,L,K,M,K,M,K
E,8708,110,"22717871",山韋有限公司,台北巿,台北巿建國北路一段７８巷１８號２樓,"02-2506-9269",M,L,M,J,L,K,M,J,M,J
E,8708,111,"53340056",亞美科科技股份有限公司,臺北市,臺北市士林區承德路４段８１號５樓,"02-25578000",L,L,L,K,L,J,L,J,L,L
E,8708,112,"28215066",永竑實業有限公司,新北市,新北市土城區承天路８巷１１號,"02-86982098",L,M,L,L,M,L,M,L,M,L
E,8708,113,"84903208",志帥有限公司,台北巿,台北巿松山區光復北路一０五號九樓之一,"02-27658266",M,L,M,K,M,J,M,K,M,J
E,8708,114,"27434182",安立材料科技股份有限公司,桃園市,桃園市八德區長安街６１之１號,"03-3756009",L,L,L,L,I,L,K,K,K,K
E,8708,115,"28349059",龍達興動力工業股份有限公司,彰化縣,彰化縣員林市香山路３５巷２１號１樓　　,"04-8230278",M,L,M,K,M,L,M,K,M,K
E,8708,116,"53708406",匠茂企業有限公司,新北市,新北市樹林區東興街６５號,"02-86845460",L,L,L,K,L,K,L,J,L,K
E,8708,117,"12989515",奧帕國際有限公司,桃園市,桃園市中壢區元化路３５６號６樓之１,"03-2804208",M,L,L,K,L,K,L,K,L,K
E,8708,118,"42951059",富盈精密工業有限公司,彰化縣,彰化縣和美鎮新庄里東發路８６號１樓,"04-7612954",M,L,M,L,M,L,M,M,M,M
E,8708,119,"50902068",禾韋科技股份有限公司,臺北市,臺北市內湖區民權東路６段１５巷１號,"02-77308656",M,M,M,L,M,M,M,M,M,M
E,8708,120,"30929883",揚博科技股份有限公司,台北巿,台北巿信義區松德路１７１號１７樓,"02-27262220",E,A,A,A,A,A,B,A,A,A
E,8708,121,"53418357",艾姆勒車電股份有限公司,新北市,新北市林口區粉寮路二段１６號,"02-26033655",K,A,F,A,G,A,H,A,H,A
E,8708,122,"54263009",安巧實業有限公司,臺中市,臺中市霧峰區五福路４５３號,"04-23337527",M,L,M,L,M,L,M,L,M,L
E,8708,123,"24245595",鞍錞企業有限公司,新北市,新北市板橋區雨農路１７巷１號３樓,"02-26748191",M,L,M,L,M,L,M,L,M,L
E,8708,124,"53408652",安禾精密工業有限公司,臺中市,臺中市神岡區豐洲路９１６巷３８弄２３號,"04-25295060",L,K,M,K,M,K,M,L,L,L
E,8708,125,"84182757",銨隆企業股份有限公司,高雄市,高雄市大社區民族路１５號,"07-3524038",M,L,M,L,K,L,L,L,M,M
E,8708,126,"79809148",安省企業有限公司,高雄巿,高雄巿新興區中正三路３１號４樓之１,"07-2262246",L,L,L,L,L,L,L,L,L,L
E,8708,127,"22067047",安拓實業股份有限公司,高雄市,高雄市岡山區岡燕路４８５巷１０６號,"07-6227799",L,A,L,A,L,A,L,A,L,A
E,8708,128,"86942156",霖達貿易有限公司,臺中市,臺中市北屯區大連路三段１６號７樓之２,"04-22435389",M,L,M,L,M,L,M,L,M,L
E,8708,129,"64399504",眾達聯合股份有限公司,臺南市,臺南市新市區新和里１１鄰仁愛街１３６號１樓　,"06-2322677",M,K,M,J,M,J,M,L,M,M
E,8708,130,"29158964",安卓亞實業有限公司,新北市,新北市中和區中正路１２１１號１３樓之５,"22260990",L,L,L,L,L,L,L,L,L,L
E,8708,131,"11551634",恩德科技股份有限公司,臺北市,臺北市士林區中山北路六段８８號５樓,"02-28376866",K,F,I,A,I,A,J,A,I,A
E,8708,132,"04383492",安如國際有限公司,臺北市,臺北市中山區中山北路２段９６號１００３室,"02-25310448",M,L,L,A,L,A,L,A,L,A
E,8708,133,"22131147",安吉橡膠股份有限公司,嘉義縣,嘉義縣民雄鄉工業區成功二街十一號,"05-2215431-2",L,L,L,K,L,K,L,J,L,K
E,8708,134,"86475764",安口食品機械股份有限公司,新北市,新北市三峽區中正路１段３５１號,"02-26733798",L,G,K,B,J,B,J,A,J,A
E,8708,135,"23385674",安泰汽車興業股份有限公司,桃園市,桃園市蘆竹區長興路３段２７７巷５號,"03-3525249",L,J,K,I,L,I,L,J,K,J
E,8708,136,"09452068",歐信有限公司,臺北市,臺北市中山區南京東路３段１８９號４樓,"02-27562153",M,M,M,L,M,L,M,L,M,L
E,8708,137,"84946760",沛斯可有限公司,臺北市,臺北市中正區南昌路１段１１４號３樓,"02-26036269",L,G,L,A,L,A,L,A,L,A
E,8708,138,"11238038",安東貿易股份有限公司,台北巿,台北巿長安西路２０１號,"02-22996755",I,A,D,A,E,A,C,A,E,A
E,8708,139,"80048603",金典興企業有限公司,南投縣,南投縣南投市平山里南崗三路２４之６號,"049-2263777",L,I,L,E,L,E,L,D,L,E
E,8708,140,"28675835",誠泰興業有限公司,新北市,新北市三重區重新路４段５３號１０樓之１,"02-29718368",L,L,L,L,L,L,L,L,L,L
E,8708,141,"16071445",泓鑫電機企業有限公司,臺中市,臺中市大雅區德勝路１２３號,"04-25602355",M,L,M,L,M,L,M,L,M,L
E,8708,142,"13079633",蚨茂動力有限公司,嘉義縣,嘉義縣民雄鄉頭橋工業區工業五路１之１號,"05-2206695",L,K,L,J,L,K,L,J,L,J
E,8708,143,"30886596",維輪實業股份有限公司,桃園市,桃園市中壢區過嶺里７鄰過嶺路２段４５６號,"03-420-1919",L,A,K,A,K,A,J,A,J,A
E,8708,144,"89834027",力偕實業股份有限公司,臺中市,臺中市大里區工業九路１７６號,"04-24915575",L,G,L,C,L,C,L,D,L,E
E,8708,145,"12506270",鏘盟企業股份有限公司,桃園市,桃園市桃園區中正路１４１８號７樓,"03-3570066",L,E,L,A,L,A,L,A,L,A
E,8708,146,"28003274",文悅企業有限公司,台北市,台北市士林區中正路４０９號５樓,"28802909",M,L,L,L,M,L,M,L,M,L
E,8708,147,"86865427",聯振股份有限公司,台北巿,台北巿中正區北平東路２４號２樓之４,"02-23926487",L,L,L,L,L,L,L,L,L,L
E,8708,148,"60322069",鼎越實業有限公司,臺中市,臺中市西屯區市政北二路２３８號１４樓之５,"04-22512251",L,J,L,F,K,D,L,E,L,F
E,8708,149,"12323069",世捷集運股份有限公司,臺北市,臺北市松山區敦化北路１６８號６樓,"02-2514-5900",F,L,A,L,A,L,A,L,A,L
E,8708,150,"16797101",吉揚國際有限公司,臺北市,臺北市內湖區民權東路６段３２８號１２樓　,"02-26326388",M,F,L,A,L,A,L,A,L,A
E,8708,151,"27610693",炘陽實業股份有限公司,臺南市,臺南市北區北成路１２８巷４５弄３５號１樓,"06-281-3899",M,L,M,K,M,K,M,K,M,J
E,8708,152,"54153452",聚得實業有限公司,臺北市,臺北市大安區忠孝東路三段２１７巷３弄１９之３號４樓,"02-27519710",L,L,L,K,L,K,L,L,M,L
E,8708,153,"53007431",英屬維京群島商泰鼎環球股份有限公司臺灣分公司,桃園市,桃園市桃園區汴洲里春日路１３１４巷２１號１樓,"03-3169896",M,J,M,I,M,H,M,F,M,G
E,8708,154,"12781304",錏鑄工業股份有限公司,臺南市,臺南市永康區民東路９號１樓　　　,"06-2423567",M,L,L,K,K,K,M,K,M,K
E,8708,155,"53802373",艾銳斯動力科技有限公司,新竹市,新竹市香山區牛埔東路２５１巷３１號５樓,"0976517966",L,L,L,L,L,L,L,K,L,L
E,8708,156,"80160154",亞旭國際商務有限公司,臺北市,臺北市信義區基隆路１段１４３號４樓之５,"02-2747-9511",M,J,M,I,M,I,M,I,M,J
E,8708,157,"22620460",亞崎貿易有限公司,臺北巿,臺北巿民族東路２５８號１樓,"02-25057222",L,L,M,K,L,K,M,J,M,J
E,8708,158,"53430726",亞齊慷國際有限公司,新北市,新北市中和區中山路二段２９６號９樓之８,"02-89235873",M,L,L,K,M,K,M,J,M,K
E,8708,159,"12232119",二麒貿易有限公司,台北巿,台北巿中山區中原街３３號３樓之５,"02-25718113",M,L,M,J,M,J,M,J,M,J
E,8708,160,"97528872",太立實業股份有限公司,臺中巿,臺中巿霧峰區中投西路２段６６號,"04-23319797",L,B,K,A,K,A,K,A,L,A
E,8708,161,"86828303",阿盛實業有限公司,彰化縣,彰化縣秀水鄉安溪村平安路１０５號１樓,"04-7510666",L,J,K,C,J,C,J,C,K,D
E,8708,162,"84995071",大丸精機股份有限公司,臺中市,臺中市大里區瑞城里塗城路２５６號,"04-24925555",L,K,L,F,L,F,L,G,L,G
E,8708,163,"42879748",臺灣亞錁有限公司,臺中市,臺中市北屯區平昌里文昌東九街４５之２號３樓,"04-22519101",M,L,M,L,M,L,M,M,M,M
E,8708,164,"84179508",揚潤企業股份有限公司,新北市,新北市三重區重新路５段６０９巷１８號８樓之７,"02-29992079",M,L,M,L,L,L,M,L,L,K
E,8708,165,"45129558",亞利安那實業有限公司,高雄市,高雄市左營區重平路３號１２樓,"",M,L,M,L,M,L,M,L,M,M
E,8708,166,"23110325",景航企業股份有限公司,高雄市,高雄市大寮區大發工業區華西路２２號,"07-7873576",J,C,G,A,L,F,L,G,L,G
E,8708,167,"28682337",鎧鴻有限公司,臺北市,臺北市大安區通化街２４７號１樓,"02-27661269",M,L,L,K,L,J,L,K,L,J
E,8708,168,"27738018",沛彥企業有限公司,臺北市,臺北市中正區南昌路２段７０號９樓之７,"02-23687982",M,L,M,K,M,J,M,J,M,J
E,8708,169,"54875922",亞克迪生股份有限公司三重分公司,新北市,新北市五股區五工二路116巷7號(4樓),"",L,K,L,H,L,G,L,G,L,F
E,8708,170,"16891393",呈家企業有限公司,臺中市,臺中市西屯區龍門一街２８２號２樓　,"04-22518550",L,L,L,J,L,J,L,J,L,J
E,8708,171,"53386720",日旅行動科技有限公司,桃園市,桃園市中壢區環北路４００號３樓之８,"03-2807956",L,L,L,L,L,L,M,L,L,L
E,8708,172,"23442767",術藝實業有限公司,台北巿,台北巿信義區基隆路１段１４９號８樓之５　　　　,"02-27467001",M,L,L,L,L,L,L,L,L,L
E,8708,173,"28366599",雄立國際五金有限公司,台中市,台中市西區五權五街２４５號１樓,"04-22215982",M,L,M,K,L,K,M,K,M,K
E,8708,174,"89388912",日商旭日產業股份有限公司台北分公司,臺北巿,臺北巿松山區南京東路３段３４６之６號１０樓,"02-2740-5075",L,L,L,L,L,L,L,L,L,L
E,8708,175,"12883225",齊龍科技股份有限公司,臺北市,臺北市南港區東新街１０８巷１４號２樓,"0920-153403",L,L,L,L,L,L,L,M,L,M
E,8708,176,"22759436",林烽企業有限公司,臺北市,臺北市信義區信義路５段５號（４Ｆ０５）,"02-87861638",L,L,L,L,L,L,L,L,L,L
E,8708,177,"05426244",亞設實業有限公司,台北巿,台北巿內湖區成功路４段２號９樓,"02-27919629",M,K,L,J,L,J,L,J,L,J
E,8708,178,"24253264",聖曜科技股份有限公司,新北市,新北市三重區重新路５段６０９巷１８號１０樓之１,"02-77165168",K,I,J,G,J,H,K,H,J,H
E,8708,179,"84899181",亞可提富股份有限公司,台北市,台北市內湖區民權東路６段１８０巷６號１０樓,"02-26948648",M,L,M,L,M,K,M,L,M,L
E,8708,180,"79885594",亞春機電股份有限公司,高雄巿,高雄巿苓雅區民權一路３４號８樓之１,"07-3331191",L,L,K,M,K,M,K,L,K,L
